alloy,experimental_priority_score,percent_absorptions_that_change_element_3y,effective_element_change_b_per_atom,effective_absorption_b_per_atom,fraction_captures_on_Pd,fraction_captures_on_partner,pareto_front,dominated_by
Pd50-La50,0.9815299295021216,70.66979162043782,5.6227301,7.956341699999999,0.43609366349864037,0.5639063365013597,True,
Pd50-Ce50,0.9735888188599325,38.98830242489581,1.4748566,3.7828182000000004,0.9172289062160058,0.08277109378399417,False,Pd50-La50
Pd50-Y50,0.9622187894156263,43.841256738735495,1.8017486000000003,4.1097102,0.8442712578614424,0.15572874213855759,False,Pd50-La50
Pd50-Nd50,0.9598312115872649,4.7972391580526095,1.3877336000000002,28.927755200000004,0.11994398376269444,0.8800560162373056,False,Pd50-La50;Pd50-Ce50;Pd50-Y50
Pd50-Gd50,0.9553617153177754,0.009065220487468113,2.2534786,24858.5084402,0.00013957837447676263,0.9998604216255232,False,Pd50-La50
