neutron_upper_limit_n_s_cm3,max_standard_DD_heat_W_cm3,max_standard_DD_heat_mW_cm3
1000.0,1.1695889428199999e-09,1.1695889428199998e-06
1000000.0,1.1695889428199998e-06,0.0011695889428199999
1000000000.0,0.0011695889428199999,1.16958894282
1000000000000.0,1.16958894282,1169.5889428199998
